course,year,skill,self_rating,projects_completed,level
B.Tech IT,4,Networking,1,5,Intermediate
MCA,2,Transformers,4,3,Advanced
B.Tech Mechanical,2,Linux,5,1,Advanced
B.Sc Computer Science,4,ETL,3,3,Intermediate
BCA,2,Deep Learning,3,3,Intermediate
M.Sc Data Science,3,PostgreSQL,3,0,Intermediate
B.Sc Mathematics,4,Apache Spark,5,6,Advanced
B.Com,1,MySQL,3,1,Intermediate
B.Sc Data Science,4,REST API,4,1,Advanced
M.Tech,4,AWS,3,1,Intermediate
M.Tech,4,Database Administration,3,4,Advanced
B.Tech Civil,1,PyTorch,2,3,Intermediate
M.Sc Statistics,4,PostgreSQL,4,2,Advanced
B.Tech CSE,2,Incident Response,4,0,Intermediate
B.Sc Data Science,4,NLP,3,6,Advanced
B.Sc Information Technology,4,CI/CD,5,3,Advanced
B.Sc Statistics,3,Algorithms,5,0,Advanced
B.Tech ECE,3,NumPy,5,4,Advanced
MCA,3,Power BI,4,3,Advanced
M.Sc Data Science,2,Tableau,1,4,Intermediate
B.Sc Information Technology,1,Pandas,1,1,Beginner
B.Sc Information Technology,3,Power BI,5,5,Advanced
M.Tech,2,Communication,5,6,Advanced
B.Sc Information Technology,4,Algorithms,1,3,Beginner
B.Tech CSE,3,NLP,3,5,Advanced
B.Com,4,SQL,2,2,Intermediate
M.Sc Data Science,2,OOP,1,6,Intermediate
B.Sc Mathematics,2,Cryptography,2,4,Intermediate
M.Sc Data Science,1,Docker,4,0,Intermediate
B.Sc Statistics,3,Linear Algebra,5,6,Advanced
B.Tech Data Science,3,Tableau,3,0,Intermediate
B.Sc Mathematics,2,Backup and Recovery,4,5,Advanced
B.Sc Computer Science,2,Web Security,1,0,Beginner
B.Tech IT,3,Business Analysis,2,2,Intermediate
B.Tech AI & ML,1,Deep Learning,5,3,Advanced
B.Sc Mathematics,1,Machine Learning,3,4,Intermediate
BBA,4,Data Structures,1,3,Beginner
B.Tech ECE,1,Cryptography,3,3,Intermediate
B.Sc Mathematics,3,OpenCV,4,1,Advanced
BCA,2,Python,2,2,Intermediate
B.Tech IT,1,Power BI,1,1,Beginner
M.Sc Computer Science,2,Data Visualization,3,4,Advanced
B.Tech EEE,2,Calculus,5,0,Advanced
B.Tech IT,2,Power BI,2,0,Intermediate
M.Tech,2,Data Warehousing,4,3,Advanced
B.Tech Mechanical,3,SQL,1,1,Beginner
B.Com,3,Excel,4,0,Intermediate
MCA,2,MySQL,3,4,Intermediate
M.Tech,2,CI/CD,4,0,Intermediate
M.Sc Computer Science,3,SIEM,5,6,Advanced
B.Tech EEE,4,Scikit-learn,1,6,Intermediate
M.Sc Computer Science,4,Git,2,6,Intermediate
B.Tech AI & ML,2,MySQL,5,4,Advanced
B.Tech Mechanical,4,Database Administration,1,6,Intermediate
B.Sc Computer Science,2,Power BI,2,0,Beginner
MCA,4,CI/CD,2,6,Intermediate
BCA,1,Docker,1,5,Intermediate
B.Tech Mechanical,1,Scikit-learn,3,3,Intermediate
BCA,2,System Design,5,5,Advanced
M.Sc Computer Science,3,Power BI,3,6,Advanced
M.Sc Computer Science,3,Linear Algebra,3,3,Intermediate
B.Tech Mechanical,1,Data Visualization,5,3,Advanced
B.Sc Data Science,3,Power BI,3,6,Advanced
B.Tech Data Science,3,Git,5,4,Advanced
M.Sc Statistics,1,PostgreSQL,1,5,Intermediate
B.Tech ECE,2,MySQL,1,6,Intermediate
BBA,4,Scikit-learn,5,3,Advanced
B.Tech CSE,4,Data Structures,1,4,Intermediate
B.Com,1,ETL,1,5,Intermediate
B.Sc Data Science,4,AWS,1,6,Intermediate
B.Tech Mechanical,4,Transformers,2,3,Intermediate
MBA,2,Terraform,1,1,Beginner
MBA,2,Statistics,2,4,Intermediate
B.Tech IT,4,Cybersecurity,1,5,Intermediate
BBA,2,Algorithms,2,6,Intermediate
B.Tech Civil,1,Database Security,2,1,Intermediate
B.Tech Mechanical,2,Computer Vision,3,1,Intermediate
B.Tech ECE,2,Deep Learning,5,4,Advanced
B.Tech IT,1,Docker,4,4,Advanced
MCA,4,Product Analytics,5,2,Advanced
B.Tech CSE,4,Linear Algebra,5,1,Advanced
B.Com,3,ETL,5,1,Advanced
B.Tech Data Science,4,Power BI,4,3,Advanced
BCA,1,PyTorch,2,1,Beginner
B.Tech ECE,4,Excel,3,4,Advanced
B.Tech AI & ML,3,MySQL,5,2,Advanced
B.Sc Mathematics,4,OOP,3,5,Intermediate
B.Tech AI & ML,4,NumPy,3,5,Advanced
B.Sc Mathematics,3,Networking,2,4,Intermediate
B.Tech AI & ML,2,A/B Testing,3,4,Intermediate
BBA,2,Data Visualization,5,0,Advanced
BBA,4,Scikit-learn,4,4,Advanced
B.Sc Data Science,4,AWS,2,5,Intermediate
M.Sc Data Science,4,Power BI,4,0,Intermediate
M.Sc Computer Science,4,PostgreSQL,4,1,Intermediate
B.Sc Data Science,1,Linux,2,6,Intermediate
B.Sc Statistics,1,Incident Response,1,1,Beginner
B.Tech IT,4,PyTorch,5,0,Intermediate
M.Sc Data Science,3,Data Structures,4,1,Advanced
B.Tech EEE,3,Cryptography,3,5,Advanced
M.Sc Data Science,4,Git,5,0,Advanced
BCA,3,Calculus,5,5,Advanced
B.Tech AI & ML,4,Computer Vision,4,0,Intermediate
B.Tech Mechanical,2,Linear Algebra,4,3,Advanced
B.Sc Data Science,1,Communication,2,5,Intermediate
B.Tech Civil,1,Statistics,5,0,Advanced
M.Sc Statistics,4,A/B Testing,5,4,Advanced
M.Sc Statistics,1,Kubernetes,5,6,Advanced
B.Sc Data Science,3,Pandas,2,5,Advanced
B.Tech EEE,3,Linux,4,4,Advanced
B.Tech CSE,1,Algorithms,2,1,Beginner
M.Sc Computer Science,2,Algorithms,3,3,Intermediate
B.Sc Mathematics,1,Data Structures,5,0,Advanced
M.Tech,4,Algorithms,1,2,Beginner
B.Tech EEE,2,Cybersecurity,1,3,Beginner
B.Tech EEE,1,Scikit-learn,1,6,Intermediate
B.Tech AI & ML,1,OOP,3,1,Intermediate
B.Com,3,Python,1,5,Intermediate
MBA,2,NLP,1,2,Beginner
B.Sc Information Technology,2,Scikit-learn,3,0,Beginner
B.Tech EEE,3,Networking,4,4,Advanced
B.Tech EEE,2,Power BI,5,5,Advanced
B.Sc Mathematics,3,Incident Response,3,3,Intermediate
B.Sc Statistics,4,Apache Spark,3,6,Advanced
B.Com,2,Pandas,4,6,Advanced
B.Tech AI & ML,3,AWS,5,1,Advanced
B.Tech Data Science,4,Testing,1,3,Beginner
B.Tech AI & ML,4,Product Analytics,1,2,Beginner
BCA,2,Incident Response,4,6,Advanced
B.Tech Data Science,1,Data Structures,5,5,Advanced
MCA,2,Backup and Recovery,5,2,Advanced
B.Tech Civil,2,OOP,4,3,Advanced
M.Sc Data Science,3,CI/CD,4,5,Advanced
B.Tech CSE,3,Apache Spark,3,1,Intermediate
M.Tech,4,Cybersecurity,4,1,Advanced
B.Tech Data Science,3,Kubernetes,3,6,Intermediate
BBA,1,Pandas,4,4,Advanced
B.Tech IT,3,Python,5,3,Advanced
M.Sc Data Science,3,CI/CD,3,1,Intermediate
MBA,4,Pandas,1,4,Intermediate
B.Tech Civil,3,Apache Spark,1,5,Intermediate
BCA,3,Data Warehousing,1,3,Beginner
B.Tech ECE,4,CI/CD,4,5,Advanced
BBA,2,Scikit-learn,1,5,Intermediate
B.Com,1,NumPy,1,5,Intermediate
B.Com,2,Networking,3,1,Intermediate
B.Tech CSE,4,Linux,5,6,Advanced
B.Tech Data Science,2,Algorithms,1,3,Beginner
B.Tech Civil,2,Database Security,1,3,Beginner
B.Sc Information Technology,1,Machine Learning,4,3,Intermediate
B.Sc Statistics,3,Statistics,4,5,Advanced
B.Sc Information Technology,3,Database Administration,4,3,Advanced
B.Com,4,Product Analytics,4,5,Advanced
B.Tech Mechanical,3,Power BI,3,2,Intermediate
M.Sc Statistics,3,Database Administration,3,4,Advanced
M.Sc Data Science,4,Product Analytics,3,4,Intermediate
M.Sc Data Science,4,Transformers,3,2,Intermediate
B.Tech AI & ML,2,Computer Vision,1,5,Intermediate
B.Tech AI & ML,3,Cybersecurity,1,3,Beginner
B.Sc Statistics,2,REST API,3,2,Intermediate
B.Tech CSE,1,AWS,2,6,Advanced
B.Sc Statistics,2,Power BI,3,6,Advanced
MCA,1,Linear Algebra,4,6,Advanced
B.Tech AI & ML,4,Python,1,2,Beginner
B.Tech AI & ML,4,PostgreSQL,2,4,Intermediate
B.Tech EEE,3,Data Structures,3,2,Intermediate
B.Sc Data Science,3,PyTorch,2,1,Intermediate
M.Tech,2,Data Structures,1,5,Intermediate
B.Sc Mathematics,4,Calculus,4,5,Advanced
B.Tech Data Science,2,Testing,1,2,Beginner
B.Tech IT,3,PostgreSQL,4,4,Advanced
MCA,4,Data Structures,4,5,Advanced
M.Tech,1,Statistics,2,3,Intermediate
BBA,2,Statistics,4,3,Advanced
B.Sc Computer Science,4,NLP,4,1,Advanced
M.Sc Statistics,1,Data Warehousing,4,1,Advanced
BCA,1,AWS,2,0,Beginner
B.Sc Computer Science,2,Deep Learning,3,3,Advanced
B.Tech Civil,4,Machine Learning,4,5,Advanced
B.Tech Civil,4,Web Security,3,5,Advanced
B.Tech Data Science,1,System Design,2,4,Intermediate
B.Tech EEE,2,ETL,2,0,Intermediate
B.Tech ECE,3,Product Analytics,3,5,Advanced
M.Sc Statistics,4,Linear Algebra,4,1,Intermediate
M.Tech,3,AWS,3,3,Intermediate
B.Sc Statistics,3,Terraform,2,0,Intermediate
B.Tech AI & ML,3,Computer Vision,5,2,Advanced
M.Tech,4,Docker,5,3,Advanced
MBA,3,Terraform,4,1,Advanced
B.Tech EEE,2,Data Visualization,3,4,Advanced
B.Sc Data Science,2,SIEM,4,1,Advanced
B.Tech Data Science,3,System Design,3,3,Intermediate
M.Sc Data Science,3,PostgreSQL,1,0,Beginner
B.Tech IT,4,AWS,1,0,Beginner
B.Sc Data Science,3,SQL,1,2,Beginner
B.Com,2,Machine Learning,4,3,Advanced
B.Sc Data Science,3,Communication,4,4,Advanced
B.Tech Data Science,1,Communication,4,5,Advanced
B.Tech CSE,1,Linear Algebra,1,1,Beginner
B.Tech AI & ML,3,Scikit-learn,5,4,Advanced
B.Sc Computer Science,1,Incident Response,4,2,Advanced
B.Sc Computer Science,3,MySQL,1,5,Intermediate
B.Tech Civil,4,CI/CD,3,0,Intermediate
B.Com,1,Database Security,4,1,Intermediate
B.Tech AI & ML,2,Linux,2,2,Intermediate
M.Sc Statistics,3,PostgreSQL,1,4,Beginner
B.Tech ECE,1,Linear Algebra,1,5,Intermediate
B.Sc Data Science,2,Database Security,1,4,Intermediate
M.Sc Statistics,3,REST API,1,5,Intermediate
BBA,3,Networking,1,1,Beginner
B.Tech CSE,4,Scikit-learn,1,4,Intermediate
MCA,2,Cybersecurity,3,5,Advanced
B.Sc Information Technology,4,Data Visualization,4,4,Advanced
B.Sc Information Technology,1,Algorithms,1,3,Intermediate
B.Tech Data Science,3,NumPy,5,0,Advanced
B.Tech CSE,2,Linear Algebra,1,0,Beginner
BCA,2,SIEM,3,6,Advanced
B.Sc Computer Science,2,Docker,4,1,Intermediate
B.Tech EEE,2,Linux,3,5,Intermediate
B.Tech Data Science,1,Linear Algebra,1,3,Beginner
B.Tech CSE,2,Research,5,3,Advanced
M.Sc Computer Science,3,Web Security,5,4,Advanced
B.Tech EEE,1,Testing,4,5,Advanced
B.Sc Statistics,2,Data Structures,3,6,Advanced
B.Sc Computer Science,3,Linux,4,2,Intermediate
M.Tech,4,Linear Algebra,1,4,Beginner
BCA,1,Algorithms,2,6,Intermediate
M.Sc Data Science,3,PostgreSQL,1,3,Beginner
M.Sc Statistics,4,Data Structures,1,3,Beginner
M.Sc Computer Science,1,Tableau,1,2,Beginner
BBA,4,Data Warehousing,5,2,Advanced
MCA,3,System Design,3,6,Advanced
M.Tech,3,NLP,5,4,Advanced
BBA,3,Terraform,3,6,Advanced
B.Com,3,Web Security,1,4,Intermediate
M.Tech,3,ETL,5,1,Advanced
B.Tech EEE,3,Machine Learning,1,6,Intermediate
B.Sc Mathematics,4,Cybersecurity,2,5,Intermediate
B.Tech IT,3,Networking,4,5,Advanced
M.Sc Statistics,4,Transformers,2,0,Beginner
B.Com,3,Backup and Recovery,5,4,Advanced
M.Tech,4,Transformers,4,3,Advanced
B.Tech AI & ML,3,Research,2,2,Intermediate
BBA,3,MySQL,5,6,Advanced
B.Sc Computer Science,1,Docker,1,5,Beginner
M.Sc Statistics,4,Data Warehousing,1,3,Beginner
B.Sc Computer Science,1,MySQL,4,6,Advanced
B.Sc Computer Science,4,Terraform,5,0,Advanced
B.Sc Computer Science,3,Kubernetes,3,5,Advanced
B.Tech Data Science,1,Git,4,5,Advanced
B.Tech Civil,4,ETL,2,4,Intermediate
B.Sc Computer Science,3,OpenCV,1,6,Intermediate
B.Tech ECE,2,Python,3,5,Advanced
B.Tech AI & ML,2,Power BI,4,5,Advanced
M.Sc Statistics,4,Linear Algebra,5,3,Advanced
BBA,4,Testing,1,5,Intermediate
M.Tech,2,Algorithms,4,3,Advanced
B.Com,2,Tableau,4,4,Advanced
B.Tech EEE,2,Database Administration,1,2,Beginner
B.Tech ECE,4,Scikit-learn,2,2,Intermediate
B.Tech IT,4,Research,2,6,Intermediate
BCA,3,Incident Response,3,5,Advanced
B.Sc Mathematics,1,PyTorch,1,3,Beginner
B.Sc Computer Science,4,Data Structures,3,3,Advanced
B.Tech CSE,3,System Design,4,2,Advanced
BCA,2,Business Analysis,4,2,Advanced
B.Tech ECE,1,ETL,3,0,Intermediate
B.Tech Mechanical,4,PostgreSQL,4,6,Advanced
B.Tech AI & ML,1,Calculus,2,6,Intermediate
MCA,4,Testing,3,1,Intermediate
B.Tech Data Science,4,NLP,2,4,Intermediate
B.Sc Data Science,1,Product Analytics,1,2,Beginner
M.Tech,1,Business Analysis,3,2,Intermediate
B.Sc Computer Science,2,Testing,4,1,Intermediate
B.Tech ECE,4,Database Administration,4,6,Advanced
BBA,4,Python,5,5,Advanced
B.Tech Mechanical,2,System Design,2,1,Intermediate
M.Sc Statistics,2,PyTorch,3,2,Intermediate
M.Tech,4,Backup and Recovery,3,6,Advanced
BBA,2,Linear Algebra,5,2,Advanced
B.Com,4,Tableau,3,3,Intermediate
BCA,1,Excel,3,4,Advanced
B.Tech ECE,4,Algorithms,3,6,Advanced
B.Tech ECE,1,System Design,2,0,Intermediate
BCA,3,Communication,4,6,Advanced
B.Tech Civil,4,Calculus,2,0,Intermediate
BCA,2,Web Security,3,3,Advanced
B.Sc Computer Science,1,Machine Learning,5,5,Advanced
B.Tech AI & ML,4,PyTorch,3,2,Advanced
MBA,3,Business Analysis,2,6,Intermediate
B.Tech Data Science,3,Incident Response,5,1,Advanced
MCA,3,Pandas,3,4,Advanced
B.Tech AI & ML,1,Incident Response,1,6,Intermediate
B.Tech EEE,3,Business Analysis,1,0,Beginner
MBA,2,A/B Testing,4,5,Advanced
B.Tech Mechanical,4,Linear Algebra,3,6,Advanced
BCA,1,Tableau,4,6,Advanced
M.Tech,2,Cybersecurity,1,1,Beginner
M.Sc Data Science,3,Kubernetes,3,0,Intermediate
MCA,4,NumPy,4,0,Intermediate
B.Tech Mechanical,4,Apache Spark,2,3,Intermediate
B.Sc Statistics,2,Networking,4,6,Advanced
B.Sc Data Science,1,Product Analytics,5,0,Advanced
B.Tech AI & ML,1,Scikit-learn,5,1,Advanced
B.Tech Data Science,3,Product Analytics,3,4,Advanced
B.Tech Civil,3,Scikit-learn,1,3,Beginner
M.Tech,1,MySQL,5,0,Intermediate
M.Sc Statistics,1,Research,5,2,Advanced
B.Tech AI & ML,4,Kubernetes,1,5,Intermediate
B.Sc Computer Science,2,Linux,3,0,Intermediate
B.Tech Mechanical,2,Python,5,4,Advanced
MBA,4,Testing,3,1,Intermediate
BBA,4,Docker,1,6,Intermediate
B.Tech Civil,1,Communication,5,4,Advanced
B.Sc Computer Science,1,FastAPI,1,6,Intermediate
B.Tech Data Science,2,Terraform,5,3,Advanced
M.Tech,1,Incident Response,5,5,Advanced
MBA,4,Data Visualization,1,4,Intermediate
B.Sc Mathematics,3,Networking,1,5,Intermediate
B.Sc Computer Science,3,Communication,2,5,Intermediate
M.Tech,4,Tableau,1,6,Intermediate
B.Tech CSE,1,Git,4,4,Advanced
B.Tech Mechanical,4,Business Analysis,4,4,Advanced
B.Tech CSE,4,Machine Learning,4,5,Advanced
MCA,4,Excel,1,4,Beginner
M.Sc Computer Science,2,Power BI,4,5,Advanced
BCA,1,Power BI,3,2,Intermediate
M.Sc Statistics,2,Web Security,5,2,Advanced
B.Tech AI & ML,1,AWS,4,3,Advanced
B.Tech CSE,2,Cybersecurity,4,4,Advanced
B.Sc Data Science,4,NLP,1,1,Beginner
M.Sc Statistics,4,Computer Vision,4,3,Intermediate
MBA,4,FastAPI,2,0,Beginner
B.Tech Civil,1,SQL,2,1,Beginner
B.Sc Computer Science,4,Data Structures,5,5,Advanced
M.Tech,2,OpenCV,2,5,Intermediate
BBA,2,Communication,3,5,Advanced
MCA,2,Kubernetes,4,4,Advanced
B.Tech Civil,3,Power BI,4,0,Advanced
BBA,2,Terraform,3,0,Beginner
B.Tech EEE,4,Statistics,1,4,Intermediate
MBA,2,Networking,4,0,Intermediate
B.Com,1,FastAPI,4,1,Intermediate
B.Tech AI & ML,4,PostgreSQL,1,5,Intermediate
B.Tech EEE,3,Git,2,5,Intermediate
BCA,2,OpenCV,4,1,Advanced
MBA,3,Web Security,5,1,Advanced
B.Tech ECE,3,NLP,5,0,Advanced
BCA,4,REST API,2,5,Advanced
M.Sc Statistics,4,NLP,1,0,Beginner
B.Tech Mechanical,4,Data Warehousing,3,3,Advanced
M.Sc Statistics,1,Business Analysis,2,6,Intermediate
B.Tech CSE,3,Git,5,2,Advanced
BBA,3,Machine Learning,2,0,Beginner
B.Com,2,Research,2,4,Intermediate
B.Tech AI & ML,4,Data Warehousing,4,1,Intermediate
B.Tech Data Science,4,Python,1,2,Beginner
M.Sc Statistics,3,Data Structures,3,6,Advanced
B.Tech AI & ML,1,Python,3,1,Intermediate
B.Tech CSE,3,Calculus,1,4,Intermediate
B.Com,4,Kubernetes,5,6,Advanced
B.Sc Data Science,3,Deep Learning,3,1,Intermediate
BCA,3,Testing,4,4,Advanced
B.Sc Mathematics,4,FastAPI,4,4,Advanced
M.Tech,2,Deep Learning,3,2,Intermediate
B.Tech Civil,2,Deep Learning,4,4,Advanced
B.Tech EEE,1,Product Analytics,5,5,Advanced
B.Tech Civil,1,Pandas,5,4,Advanced
B.Sc Data Science,4,Database Security,3,0,Intermediate
B.Tech IT,2,ETL,2,2,Intermediate
BCA,1,Linux,4,5,Advanced
BBA,4,Research,5,3,Advanced
M.Sc Computer Science,1,AWS,4,2,Advanced
B.Sc Information Technology,3,ETL,3,4,Intermediate
B.Sc Statistics,3,Linear Algebra,3,4,Advanced
B.Com,1,Power BI,3,0,Beginner
B.Sc Mathematics,2,System Design,1,5,Beginner
B.Sc Computer Science,4,Pandas,3,0,Beginner
B.Tech Data Science,2,Communication,5,5,Advanced
M.Sc Data Science,2,Calculus,3,3,Intermediate
B.Com,3,Database Security,3,0,Beginner
B.Tech IT,1,Computer Vision,1,1,Beginner
B.Tech ECE,2,PyTorch,5,0,Advanced
MBA,1,CI/CD,4,3,Advanced
B.Com,2,Git,1,4,Intermediate
B.Sc Mathematics,3,A/B Testing,3,4,Advanced
B.Tech AI & ML,4,Calculus,2,4,Intermediate
B.Tech EEE,3,MySQL,1,1,Beginner
MBA,2,SQL,1,4,Intermediate
B.Tech IT,3,Research,1,2,Beginner
M.Tech,4,SQL,5,0,Advanced
B.Tech AI & ML,3,Research,1,4,Beginner
B.Tech EEE,3,NLP,1,6,Intermediate
MBA,1,MySQL,4,2,Intermediate
M.Tech,3,Scikit-learn,1,1,Beginner
B.Com,1,Algorithms,4,6,Advanced
B.Tech ECE,3,PyTorch,3,5,Advanced
B.Sc Information Technology,4,Tableau,3,1,Intermediate
B.Tech Data Science,1,Incident Response,1,4,Intermediate
B.Tech IT,2,CI/CD,2,2,Intermediate
B.Tech Data Science,4,Business Analysis,5,5,Advanced
MBA,4,Algorithms,4,2,Advanced
B.Tech CSE,2,Python,5,6,Advanced
B.Sc Computer Science,3,Statistics,4,0,Intermediate
B.Sc Information Technology,2,Data Visualization,5,6,Advanced
B.Com,1,Data Visualization,1,0,Beginner
M.Sc Computer Science,2,Communication,3,5,Advanced
B.Com,3,Deep Learning,4,4,Advanced
M.Tech,1,Business Analysis,5,1,Advanced
BCA,1,PyTorch,4,3,Advanced
B.Tech Civil,4,Business Analysis,1,2,Beginner
B.Tech EEE,1,Terraform,4,5,Advanced
B.Tech Mechanical,1,Incident Response,1,6,Intermediate
B.Tech ECE,3,Networking,2,1,Intermediate
MCA,3,Calculus,3,1,Intermediate
MBA,1,Excel,5,4,Advanced
B.Sc Statistics,3,Git,5,1,Advanced
B.Tech CSE,3,A/B Testing,4,5,Advanced
B.Sc Data Science,1,NumPy,5,4,Advanced
BBA,2,Product Analytics,3,6,Intermediate
B.Sc Statistics,1,Data Visualization,3,3,Advanced
B.Sc Information Technology,2,ETL,1,6,Intermediate
B.Tech ECE,2,NLP,1,2,Beginner
B.Com,2,Linux,5,6,Advanced
M.Sc Data Science,3,Scikit-learn,4,5,Advanced
B.Tech AI & ML,2,SQL,3,4,Intermediate
B.Tech ECE,2,SQL,1,3,Beginner
MCA,4,Cybersecurity,4,2,Intermediate
B.Tech ECE,1,Terraform,4,0,Intermediate
M.Sc Data Science,2,Tableau,5,0,Advanced
B.Sc Mathematics,2,Cryptography,4,3,Advanced
MCA,2,Git,2,2,Intermediate
B.Tech ECE,3,FastAPI,4,6,Advanced
MBA,3,Algorithms,1,3,Beginner
B.Tech EEE,3,Excel,3,6,Advanced
B.Tech ECE,2,Scikit-learn,5,1,Advanced
B.Sc Computer Science,3,Transformers,4,0,Advanced
B.Tech ECE,1,MySQL,4,2,Advanced
B.Sc Mathematics,3,SIEM,3,6,Advanced
MCA,1,Database Administration,2,2,Beginner
MBA,1,Power BI,1,4,Beginner
B.Tech Data Science,1,PyTorch,2,6,Advanced
B.Tech ECE,3,Business Analysis,3,3,Advanced
B.Sc Computer Science,4,System Design,1,5,Intermediate
B.Sc Mathematics,2,ETL,5,1,Advanced
B.Tech Data Science,1,Backup and Recovery,5,1,Advanced
B.Sc Information Technology,3,Docker,2,2,Beginner
B.Tech AI & ML,1,PostgreSQL,3,1,Intermediate
B.Tech ECE,2,A/B Testing,2,4,Intermediate
B.Tech Mechanical,4,Terraform,3,5,Advanced
B.Tech AI & ML,1,Backup and Recovery,2,1,Beginner
B.Tech EEE,1,Docker,4,1,Advanced
B.Sc Information Technology,1,NumPy,4,2,Advanced
B.Tech CSE,1,Python,3,3,Intermediate
MBA,4,A/B Testing,1,1,Beginner
B.Tech ECE,3,Pandas,5,3,Advanced
BCA,1,Kubernetes,1,6,Intermediate
B.Tech Mechanical,1,ETL,1,0,Beginner
B.Tech IT,3,Backup and Recovery,4,2,Advanced
B.Tech ECE,1,Linux,4,0,Advanced
BBA,2,Communication,3,1,Intermediate
M.Sc Statistics,2,MySQL,2,0,Intermediate
B.Tech Civil,2,Terraform,2,0,Beginner
B.Tech Mechanical,1,Testing,2,0,Intermediate
M.Tech,2,Transformers,4,3,Advanced
M.Sc Computer Science,4,PostgreSQL,3,5,Advanced
BBA,1,Cybersecurity,1,1,Beginner
M.Sc Computer Science,2,Docker,4,5,Advanced
B.Tech IT,4,Database Security,2,3,Intermediate
B.Com,4,Web Security,5,2,Advanced
M.Sc Computer Science,3,Backup and Recovery,1,6,Intermediate
B.Sc Statistics,3,Kubernetes,1,3,Beginner
B.Com,3,OpenCV,4,0,Intermediate
MBA,1,Deep Learning,1,2,Beginner
B.Sc Information Technology,1,A/B Testing,2,2,Intermediate
B.Tech Mechanical,3,Testing,5,2,Advanced
B.Tech CSE,3,Cybersecurity,2,1,Beginner
B.Tech ECE,1,Transformers,3,1,Intermediate
B.Sc Mathematics,2,Machine Learning,5,2,Advanced
MBA,1,Machine Learning,3,2,Intermediate
B.Tech AI & ML,4,Business Analysis,1,5,Intermediate
B.Tech CSE,2,MySQL,5,0,Advanced
B.Tech Civil,1,NLP,4,3,Advanced
B.Sc Data Science,1,Pandas,1,5,Intermediate
B.Tech AI & ML,4,CI/CD,2,2,Intermediate
B.Tech EEE,3,OpenCV,5,3,Advanced
M.Sc Computer Science,1,Web Security,2,0,Beginner
B.Sc Computer Science,3,Docker,1,1,Beginner
B.Tech IT,3,FastAPI,4,1,Advanced
B.Sc Data Science,2,Testing,4,4,Advanced
MCA,3,A/B Testing,4,3,Advanced
B.Tech EEE,3,OpenCV,3,3,Intermediate
M.Sc Computer Science,4,Database Administration,4,6,Advanced
M.Sc Statistics,2,Transformers,2,4,Intermediate
M.Sc Computer Science,4,Cybersecurity,3,2,Intermediate
B.Com,2,SQL,3,4,Intermediate
B.Sc Information Technology,1,Business Analysis,4,0,Intermediate
B.Tech Mechanical,4,REST API,4,2,Intermediate
B.Sc Computer Science,4,PyTorch,2,1,Beginner
B.Tech IT,4,Excel,5,0,Advanced
B.Tech CSE,3,NLP,4,4,Advanced
B.Tech Data Science,4,Git,5,2,Advanced
M.Sc Computer Science,1,Database Administration,5,4,Advanced
B.Tech CSE,4,Networking,2,4,Intermediate
M.Sc Computer Science,1,Calculus,4,4,Advanced
M.Sc Statistics,3,Terraform,2,3,Intermediate
B.Tech Mechanical,2,AWS,2,3,Intermediate
M.Sc Statistics,2,OpenCV,5,1,Advanced
M.Sc Computer Science,1,Apache Spark,2,1,Intermediate
BBA,1,Database Administration,2,1,Beginner
B.Sc Information Technology,4,Data Structures,1,5,Intermediate
B.Sc Data Science,1,FastAPI,1,3,Beginner
MCA,3,ETL,1,4,Beginner
B.Sc Mathematics,4,AWS,1,5,Intermediate
B.Tech Civil,4,OOP,2,5,Advanced
B.Tech Mechanical,3,Machine Learning,3,0,Intermediate
B.Tech AI & ML,2,A/B Testing,2,1,Intermediate
BBA,4,SQL,3,1,Intermediate
MCA,1,OOP,4,1,Advanced
MCA,1,OOP,4,3,Advanced
B.Tech IT,4,Communication,3,3,Advanced
B.Tech AI & ML,4,Python,1,4,Intermediate
MCA,1,Tableau,3,1,Beginner
B.Sc Data Science,1,Calculus,3,6,Advanced
MBA,3,Backup and Recovery,2,3,Intermediate
B.Com,3,Transformers,3,4,Intermediate
BCA,3,Linear Algebra,4,5,Advanced
B.Tech ECE,1,FastAPI,4,6,Advanced
B.Tech Civil,1,Incident Response,5,2,Advanced
